BBL,UnitsTotal,UnitsRes
1013410150,8,6
1013510024,14,13
1013020024,7,5
1016290006,10,10
1016340008,0,0
1002370032,16,15
1000630017,7,2
1000370008,24,0
1001477506,6,6
1005320025,19,18
1005000018,4,2
1003790048,18,18
1017560044,0,0
1016020046,92,92
1002790063,4,0
1000787502,6,4
1005730027,7,7
1005070049,3,2
1010170101,3,2
1008220080,4,2
1020140063,19,17
1015040008,2,2
1021490011,1,0
1021800513,66,63
1020290026,0,0
1020020093,17,17
1018260058,18,18
1018880059,33,33
1013930016,2,1
1014720010,20,20
1013220041,10,10
1017290035,5,5
1016750010,9,9
1008050035,1,0
1005470025,1,0
1001367503,7,5
1004877501,7,6
1009220020,10,8
1004510016,11,11
1009040024,0,0
1013510012,8,7
1017290036,5,5
1017540141,0,0
1016450027,4,4
1017550023,3,3
1016870137,4,3
1007910066,12,12
1012407501,17,15
1008870010,19,17
1008260024,1,0
1011200142,10,10
1010890001,927,921
1012180043,8,8
1022150623,307,307
1007800013,22,2
1007730056,118,118
1007340016,2,0
1007430014,3,3
1011450034,16,16
1010660004,15,13
1021170011,1,1
1012520009,3,3
1019880088,20,20
1021070026,3,0
1020890115,2,2
1020410046,1,1
1019440005,0,0
1019420012,3,3
1010860001,50,0
1020870023,2,2
1019500059,0,0
1022480036,47,47
1020070009,12,12
1020310014,32,29
1019370019,8,8
1020400021,1,0
1020760028,2,2
1019400141,7,6
1015230030,2,2
1019190060,14,11
1013310120,11,7
1015790008,9,9
1018710107,1,1
1018280040,18,18
1004680011,4,3
1009620135,0,0
1004170065,19,17
1008210011,14,12
1005180012,1,0
1015100164,2,2
1013990061,6,6
1013387502,165,165
1014160035,1,1
1017500063,4,4
1016210063,13,12
1017250055,12,12
1017510105,4,4
1003110013,893,866
1010570129,6,6
1006260008,1,1
1005570022,62,57
1004980021,7,4
1010130040,1,0
1010540053,14,14
1001630014,5,3
1000970008,2,0
1003920007,22,20
1004230005,4,0
1008930080,4,4
1004040034,5,4
1009117502,27,25
1008490057,7,7
1008770022,28,28
1008610001,66,0
1010300001,1,0
1011690016,183,181
1020640054,30,30
1021800473,60,60
1015650009,99,98
1020590015,2,2
1019760013,24,24
1020260020,15,15
1020620041,48,48
1020120058,15,15
1013780133,8,8
1018730042,39,37
1006260030,2,2
1005850028,5,5
1005450022,11,8
1004970001,24,0
1009310014,40,40
1006060032,1,1
1006350042,49,49
1005650002,7,0
1003500017,9,8
1009190056,10,2
1004790017,18,16
1004360037,24,22
1003450014,18,17
1012320034,25,23
1005930008,8,8
1005920061,4,4
1001170001,465,420
1005640007,11,0
1004760026,1,0
1015510040,35,35
1014080046,1,1
1013750031,2,1
1015700007,16,16
1017110027,3,3
1016880115,4,4
1017180062,2,2
1004500025,15,15
1008270067,5,4
1007690051,18,18
1015300039,20,20
1013930030,3,3
1013880117,3,2
1012790048,9,0
1016650039,3,2
1017850023,0,0
1016430005,0,0
1002177503,104,104
1002770029,18,17
1004650019,1,1
1008990046,12,0
1012990027,17,0
1013220107,1,0
1017150047,2,0
1016330051,20,20
1017510042,4,4
1016450132,5,4
1002810004,3,0
1020460127,0,0
1019110015,5,5
1018280042,24,24
1018950023,255,250
1015520041,44,44
1014820001,535,517
1018910055,28,28
1003860020,12,12
1012260026,3,3
1004580001,3,2
1005740027,2,1
1002940024,10,8
1004860026,5,4
1004887502,5,4
1018910044,13,13
1013317503,68,67
1016250003,10,8
1015630129,10,10
1014990065,37,35
1014060050,21,20
1014050046,2,2
1019150138,2,2
1019040054,4,4
1014800010,1,0
1014700121,8,8
1013900023,83,76
1015030028,1,0
1013427501,88,85
1002350005,7,6
1005290026,5,3
1003780004,24,22
1011850056,10,10
1006080019,4,3
1005950001,107,107
1004150078,29,25
1006220061,10,10
1000720031,2,0
1006230051,1,0
1006140150,2,2
1010550048,20,20
1007440046,19,19
1006060017,4,0
1017200113,4,4
1016240043,18,18
1016350023,5,3
1005730019,47,46
1002770036,24,22
1005550010,2,0
1005430015,1,0
1012690058,1,0
1013260015,1,0
1014150037,1,1
1016610027,14,12
1016320020,0,0
1017100102,4,3
1017260027,10,10
1019070028,3,3
1019320008,4,3
1018430037,24,24
1015530044,15,15
1013130014,76,0
1018410059,16,16
1015300028,13,12
1009270032,13,9
1007190025,5,5
1004470011,25,24
1004380012,1,0
1007690001,24,20
1007770018,0,0
1007630018,10,0
1012270013,1,0
1003760043,2,1
1003760028,24,24
1005947503,103,102
1008940060,3,0
1009140030,4,3
1009120021,5,4
1017280027,1,0
1002760002,0,0
1001717502,14,12
1001630025,9,8
1005860063,2,1
1005830057,5,5
1007430026,3,3
1007980011,2,0
1006960032,0,0
1011267502,63,62
1010340018,1,0
1011847501,22,22
1021690045,21,21
1014940072,0,0
1004380044,20,18
1004020043,8,6
1008460002,16,0
1008830054,5,5
1008790001,58,34
1012220055,10,9
1008610031,5,0
1013910111,5,4
1015800008,15,15
1015710002,15,13
1013820023,8,6
1015670013,1,0
1017740061,1,0
1017900005,2,0
1001790001,0,0
1004500045,9,9
1004630024,25,24
1008380001,332,320
1009060013,1,0
1012500098,2,2
1011450039,4,4
1010110013,111,109
1010750045,10,8
1022390005,24,24
1012460015,10,10
1012490057,64,64
1021790373,217,217
1020800056,11,11
1009400017,29,29
1008610064,16,0
1010420015,12,12
1007940062,25,24
1007640061,36,35
1008017501,14,0
1010640064,5,4
1006920061,1,0
1007460014,9,9
1012130030,1,0
1010610023,160,160
1012000062,1,1
1011020018,12,0
1011830134,0,0
1020420020,2,2
1019600067,5,5
1021320035,25,25
1021300009,42,42
1018280023,10,10
1019010047,3,3
1015190052,26,24
1005947504,28,25
1006060044,6,6
1001440012,5,4
1009220025,4,3
1004810033,47,43
1003440060,2,0
1009080032,10,8
1021280003,47,47
1021440029,51,48
1021170050,3,3
1021150031,2,2
1019160146,2,2
1019530060,10,10
1018790013,24,24
1020710005,36,36
1019870037,45,45
1020250123,4,4
1019380019,3,3
1018670070,22,22
1013340023,0,0
1015060010,1,1
1014510046,8,8
1013100035,9,7
1013190034,96,95
1017280108,5,5
1016870135,4,3
1017960040,3,3
1017950035,41,41
1016360140,4,3
1004820001,14,13
1002390035,4,0
1006300137,0,0
1008370089,2,0
1009990012,1,0
1002987503,25,23
1008740053,3,3
1007700066,15,15
1006750001,2,0
1008670027,9,9
1010760043,109,109
1012080038,2,2
1011820117,1,1
1014410033,26,25
1015640034,7,7
1012710057,8,7
1013820029,1,1
1014100024,12,12
1014070123,10,8
1017730020,2,0
1016440068,10,10
1017460041,3,3
1003070011,10,8
1002250004,1,0
1006140061,50,42
1006270021,6,6
1004710028,7,6
1007190066,24,24
1021800172,1,0
1020730050,2,2
1020680061,1,0
1020460050,24,24
1015460019,4,4
1015400046,0,0
1004720023,3,0
1012250048,2,2
1010370064,10,8
1021500030,1,0
1021610126,20,20
1022430301,1,1
1022180015,20,20
1016210035,10,9
1017720046,0,0
1017540115,4,4
1003107501,10,8
1000110012,4,1
1000900022,1,0
1006200047,2,1
1004220042,0,0
1001320002,6,4
1011850077,2,2
1000090001,9,0
1005860013,3,3
1004100047,2,0
1004080013,24,22
1011460106,10,10
1012030047,8,8
1011820143,2,1
1012390108,15,15
1021620146,4,2
1021420066,50,44
1019880121,24,24
1005700042,1,0
1004180046,18,16
1008077501,461,458
1007450040,2,0
1004750058,5,4
1006067501,6,3
1002940007,0,0
1020670108,0,0
1021310029,35,35
1019120001,62,52
1018250036,7,0
1018510016,60,60
1015170027,42,42
1015110006,1,0
1005460005,3,0
1006560009,1,0
1004290005,30,27
1004480014,10,10
1004430056,15,13
1004430048,37,36
1008850071,1,0
1014980001,94,90
1014000113,2,1
1013420003,17,16
1012620130,8,6
1014170011,2,2
1013230121,3,2
1017950146,3,3
1008300010,5,0
1012220061,1,0
1011230059,10,10
1006970042,46,0
1012080042,6,6
1012440124,3,3
1021760027,1,0
1013880008,16,16
1017700067,0,0
1015470021,1,1
1015940069,1,0
1016230045,3,3
1013430122,9,8
1013830026,1,1
1009150056,11,11
1004400029,1,0
1007590030,18,16
1007840071,14,0
1012390028,22,21
1012040150,4,4
1011970157,12,12
1006220019,3,2
1003550059,0,0
1009080047,70,70
1004520044,39,39
1007120001,30,0
1007800002,13,12
1007640051,64,64
1017280024,4,4
1016540040,1,0
1016440041,2,1
1017530005,1,1
1016030051,9,8
1002590028,0,0
1002340001,1,0
1018230041,20,20
1013210137,1,1
1014660021,6,0
1015470002,9,8
1015430004,17,16
1014080007,17,17
1013320029,167,160
1019130054,24,24
1020770136,10,10
1021360013,45,45
1020680026,4,4
1021080003,73,73
1020930042,2,2
1019150038,1,0
1008000023,7,0
1011990009,10,10
1010590034,5,3
1022430283,60,60
1012180126,2,2
1011130051,7,0
1021200028,30,30
1005280056,1,0
1006130015,3,3
1021800031,29,29
1003060023,14,13
1001960028,1,0
1004470008,6,4
1007190048,7,6
1021340206,434,434
1020620008,3,3
1019420017,11,11
1019410024,9,9
1015590002,8,6
1015560046,10,8
1013920057,1,0
1018870060,2,2
1018210021,3,3
1019030117,3,3
1005710018,22,20
1005250007,42,40
1008910007,10,10
1004610047,14,14
1013860010,1,1
1017467501,208,207
1013490035,59,56
1018060015,3,3
1017110030,2,2
1017860001,64,60
1016440034,4,2
1015830148,2,2
1014690029,26,26
1014367502,94,93
1015190044,1,1
1016590001,9,6
1015160026,20,18
1013510040,20,18
1017540155,3,3
1017860026,1,0
1001497501,29,27
1000417501,22,20
1005440016,1,0
1005060049,3,3
1009960014,3,0
1011850089,8,8
1005940036,1,0
1001350016,6,4
1005790047,8,0
1008660003,13,0
1009240021,1,1
1004800040,1,0
1000640009,2,0
1002790064,2,1
1005720035,5,4
1005030008,20,20
1010160036,1,0
1008050019,12,0
1008050007,23,0
1021780421,0,0
1021230096,30,26
1021080007,3,3
1020830030,6,4
1021330073,30,30
1013900032,1,1
1018470011,3,3
1021380132,23,22
1019490054,2,2
1021230038,41,41
1019690104,0,0
1019040012,7,7
1020230020,5,5
1019410061,11,8
1008920007,10,10
1003780035,20,18
1006110072,25,24
1000750009,1,0
1009160021,3,3
1004500016,25,22
1009140054,11,9
1018260046,30,30
1013960015,8,4
1015790028,10,8
1015700024,67,62
1012710021,36,34
1014320033,1,1
1016760036,11,11
1014090043,24,24
1016830005,8,8
1017960148,6,6
1016230029,3,3
1017280014,14,14
1017900031,0,0
1002850018,11,7
1004070022,0,0
1009120018,10,10
1004340019,25,23
1007720038,2,2
1008270044,1,0
1011700021,8,8
1011690026,0,0
1004550035,4,3
1004520033,5,4
1008170026,10,9
1008490022,4,2
1007590024,15,15
1007540063,1,0
1010537501,6,6
1011460147,10,10
1010680001,1,0
1010380038,0,0
1007200047,20,16
1011070012,2,0
1021760002,0,0
1021390135,0,0
1004480007,15,12
1008390014,5,2
1018900001,114,114
1013920012,1,1
1015030029,2,2
1015200003,1,1
1016160051,13,12
1002810059,9,8
1002387502,9,0
1005070042,3,0
1009010035,10,10
1004160055,11,10
1012320033,24,22
1002050017,14,13
1010750044,10,10
1011540164,0,0
1012120060,5,5
1022200013,25,25
1022130006,3,0
1015200033,53,53
1021590074,51,50
1012890052,31,0
1017300007,0,0
1012600048,7,0
1017720067,0,0
1003000020,20,16
1002207506,4,3
1001620052,9,8
1014430032,1,1
1015460020,10,10
1013920047,43,40
1017510007,11,11
1015060162,1,1
1017100007,4,3
1013680143,0,0
1001200009,0,0
1004290014,20,19
1008940028,1,1
1009120010,1,1
1007380014,29,28
1008330047,16,0
1007220016,3,3
1003490030,23,21
1009980018,2,0
1010200049,1,0
1005510016,28,27
1001930008,6,5
1003720005,8,8
1004770042,0,0
1005460015,155,151
1006340034,6,6
1009230061,3,2
1004270007,2,0
1008710012,1,0
1008390005,2,0
1008860078,7,7
1009090035,1,0
1009070014,11,11
1010780016,47,47
1007920032,4,3
1008310051,6,0
1008300042,29,0
1011410026,10,10
1020160067,0,0
1017090045,9,8
1017490049,0,0
1016870004,4,3
1005587503,44,44
1001640003,28,27
1008310029,5,0
1007930059,2,1
1007330031,0,0
1008020071,14,0
1012180121,2,2
1012247502,2,2
1015050040,78,75
1021740186,15,15
1016160036,0,0
1013720051,0,0
1014050020,9,7
1017250069,21,18
1016540041,2,2
1003080016,10,0
1006260007,2,2
1008290011,8,0
1011960057,10,10
1011470012,10,10
1011850039,8,8
1012460043,1,1
1021700256,41,41
1019500006,8,8
1020730015,1,1
1015230011,1,1
1019600013,1,0
1021310034,3,1
1019120026,24,24
1019230052,1,0
1005887501,8,6
1005220043,1,0
1004640034,22,20
1003860003,23,22
1007430070,0,0
1001980030,8,0
1006330030,16,16
1005780062,3,3
1004920031,4,3
1009140021,9,9
1004550007,1,0
1011230053,5,5
1007790023,0,0
1019480055,7,7
1015210025,10,10
1014400016,2,2
1015050111,6,6
1013430048,2,1
1017450040,12,10
1016150023,317,315
1017180014,10,10
1017290140,0,0
1017560061,10,10
1002820078,1,0
1001620007,3,0
1005730060,6,4
1012010051,10,10
1022150255,1,1
1005530035,1,1
1006060086,3,3
1008830028,10,6
1001890042,1,1
1003920004,3,2
1004890035,23,21
1009130042,2,2
1004480025,8,8
1010610008,1,0
1007430057,14,14
1008810045,16,14
1012250052,40,40
1020640143,3,3
1011440138,7,7
1011540158,41,41
1010330025,1,0
1010370063,2,0
1021640060,2,2
1021580030,20,20
1020540092,41,41
1019820104,10,8
1020630127,2,2
1013090066,19,0
1019200056,5,5
1019120010,18,18
1014900001,192,184
1015340015,20,20
1015640020,2,2
1013990022,4,2
1015960075,0,0
1018110127,0,0
1017240047,4,4
1016600042,9,7
1018020032,1,0
1017890010,20,20
1005270007,23,21
1006230026,5,5
1005880017,19,19
1009210043,39,39
1008237502,13,11
1012010042,10,10
1005210086,1,0
1004470044,12,12
1001340007,5,0
1003060008,18,16
1003750059,0,0
1008590031,8,6
1008580029,3,0
1009280020,15,15
1007220074,4,3
1007600058,0,0
1010490001,590,586
1008570062,13,0
1011170050,20,20
1020840023,2,2
1021540039,11,3
1010090046,46,10
1012490011,7,7
1022150362,2,2
1014960003,1,1
1013240042,65,65
1020310003,78,73
1020930038,3,3
1019660095,0,0
1019280108,2,2
1020740044,24,24
1019410140,11,11
1019040053,2,2
1018730160,1,1
1019470006,3,3
1016320155,4,4
1015800011,17,17
1013750028,0,0
1014247502,6,4
1016750032,1,0
1017160005,1,0
1016770039,8,7
1017290071,4,3
1016460001,2,0
1006450001,0,0
1002590071,145,145
1007590053,14,13
1007420018,4,4
1011187502,27,26
1012010005,5,5
1011460014,1,1
1010850001,1,0
1007170065,3,3
1022140018,0,0
1020860049,23,23
1019600061,2,2
1019300055,49,0
1019830006,1,0
1020240043,0,0
1018710029,2,0
1013800058,8,6
1019440058,2,2
1014710045,161,159
1014570004,9,8
1017700072,2,0
1015600005,79,79
1013400001,262,251
1013700001,64,54
1014050148,2,2
1018060027,4,4
1016600039,8,8
1017330001,1,0
1016440008,48,48
1010560015,21,21
1001640061,1,0
1005860060,2,2
1004470017,21,20
1003790021,24,23
1021300057,0,0
1004690027,24,21
1001367501,7,4
1009160015,16,16
1003720010,10,9
1008720068,22,22
1008290067,3,1
1008500004,8,0
1008460010,8,6
1007840054,349,348
1008670055,4,0
1010500158,1,0
1011990025,6,6
1006620016,1,0
1010757502,53,45
1010370020,4,0
1007150005,13,0
1012460011,3,3
1022140039,1,0
1021230056,1,1
1021100058,0,0
1019600035,1,1
1018430044,24,24
1014930009,1,1
1016590029,3,3
1014730038,113,112
1015600009,20,20
1013460020,44,42
1017290044,10,10
1014040058,1,1
1017200023,7,7
1016440027,4,2
1017730017,2,0
1016810020,1,0
1005740044,1,0
1002490001,0,0
1006300012,3,0
1003450001,1,0
1007550040,0,0
1022150253,2,2
1006060085,5,4
1005040031,60,60
1005650011,12,0
1004540007,0,0
1009910059,1,0
1008940051,4,3
1010420020,22,20
1008470050,15,14
1007350022,0,0
1020800027,14,14
1012397502,48,47
1011470036,10,10
1022280042,63,60
1011830053,149,147
1022320004,1,0
1015650022,22,20
1020730064,7,5
1019760039,29,29
1020100011,48,48
1019410018,10,9
1016810123,8,6
1017720052,1,0
1017720058,1,0
1017200052,2,2
1001790032,17,16
1000110029,5,0
1000290022,10,4
1004960010,7,6
1003450010,10,8
1010590037,4,2
1011950041,10,10
1006040006,0,0
1000730011,11,0
1005190060,2,2
1018810027,16,16
1015140039,460,430
1014600035,20,20
1018230001,24,24
1018850047,15,15
1015280144,4,3
1015430005,1,0
1015620009,22,22
1012690007,0,0
1013270001,1,0
1017700038,4,3
1017180050,3,3
1017270006,40,40
1006370055,4,4
1002380019,10,7
1002270055,8,7
1000167514,234,233
1006187504,40,30
1005440075,0,0
1004180044,17,15
1021250030,0,0
1001990007,45,44
1001890035,0,0
1001350005,13,13
1007780030,0,0
1003720011,0,0
1004540031,22,22
1008877501,15,15
1004350001,6,4
1011470048,7,7
1007880037,0,0
1008740057,1,1
1010240001,387,381
1011990036,73,69
1011470128,5,5
1020740049,41,41
1019130048,11,11
1021560022,41,39
1022300021,0,0
1015190060,24,24
1019930079,24,22
1020910024,21,21
1019180032,10,8
1020240151,2,2
1019410016,0,0
1019040021,3,3
1018910062,78,78
1014860001,82,82
1014690042,20,20
1015090020,52,46
1020510001,41,40
1013930042,9,7
1012627502,110,0
1012590011,3,0
1014040066,7,7
1018060001,7,4
1017110028,3,3
1016370023,13,12
1006220034,10,8
1001870021,1,0
1006090023,1,0
1006237502,2,1
1005560021,2,0
1009970047,1,0
1010200046,10,0
1004950032,9,8
1002067501,27,23
1005750013,25,24
1009130041,8,8
1004020063,9,8
1022150304,1,1
1022380005,2,2
1007850015,28,0
1008550037,157,0
1006940031,9,8
1012160027,44,40
1010370037,1,0
1021660052,27,23
1012470037,37,37
1021590077,45,44
1020680138,2,2
1020860051,1,1
1021290050,0,0
1019070056,2,2
1018290050,165,165
1018310051,1,0
1013950105,7,7
1013970046,2,2
1015710008,35,35
1013420044,1,1
1012620020,5,2
1002350001,10,0
1008930007,6,5
1009230038,11,9
1008330042,3,0
1008850065,1,1
1004990006,3,2
1008380048,12,0
1007540014,1,0
1007640042,113,110
1011387502,295,205
1010710023,220,0
1020280051,1,0
1022300017,25,25
1012030107,2,2
1011640010,10,8
1010330022,15,14
1007190071,15,15
1021680084,43,43
1018240014,48,48
1012430033,10,8
1020300029,24,20
1015170001,46,44
1020090001,14,13
1020100034,17,16
1013810067,1,1
1020580029,12,8
1021140021,10,10
1019700048,40,40
1020620014,37,37
1019390062,10,9
1015507501,164,163
1019030015,4,4
1020070026,20,20
1021190066,20,20
1017090034,4,4
1019390034,9,8
1012600010,4,0
1013120026,1,0
1017280026,1,0
1008390004,5,2
1022430378,43,43
1012010027,20,20
1006930034,2,0
1020840052,15,15
1011960060,1,1
1021740065,2,0
1011460043,10,10
1011580012,237,235
1021700103,1,0
1021360160,47,47
1021420038,29,29
1020060018,0,0
1020010038,187,187
1018960038,0,0
1015147502,119,118
1014530037,70,70
1018210059,11,11
1015640040,7,7
1016600019,30,30
1013490105,9,9
1015330031,5,5
1015400049,0,0
1015200064,2,2
1015060058,1,1
1013980047,1,0
1014320005,113,113
1013740065,1,0
1021680061,29,29
1020840062,24,24
1021080083,56,56
1020890045,86,86
1020600055,4,4
1013000046,8,6
1019430127,0,0
1014050008,1,1
1017080120,3,3
1017100022,30,28
1021730029,94,80
1018890076,19,19
1020740015,4,4
1019690065,20,20
1018717502,65,64
1006340060,24,22
1004680051,13,13
1005020044,10,8
1008250009,8,0
1007450060,3,3
1006080058,1,1
1001960003,4,0
1005250005,7,6
1006350041,10,10
1004140004,12,8
1004100034,3,0
1008747504,20,16
1008517501,425,423
1004790001,2,0
1015510045,20,20
1014060025,1,1
1015050028,1,1
1014720042,18,18
1016890130,0,0
1012580009,62,0
1017540013,4,4
1006387501,26,24
1006260029,2,2
1005310020,4,0
1004620025,2,0
1008230062,6,4
1008250007,1,0
1016830007,9,8
1018060043,4,4
1016650008,1,0
1017520070,24,24
1015940029,30,28
1005870062,3,3
1002767501,12,12
1009200042,1,0
1008900046,2,0
1004967501,3,2
1000750008,1,0
1003850060,0,0
1003890022,30,28
1004860007,2,0
1005450038,7,7
1005430047,26,24
1007440023,2,2
1010570027,1,0
1006060083,4,3
1005260045,3,3
1004630043,10,9
1004830017,18,0
1004430040,7,5
1009407501,214,205
1009030058,4,0
1008910013,2,2
1020260054,13,13
1007220020,32,32
1007460011,3,3
1011460022,20,20
1012030025,9,9
1019270031,19,17
1010350005,28,28
1021610015,31,27
1021270015,55,50
1019700034,14,13
1020410048,18,16
1020230153,3,3
1021310036,1,1
1014060021,7,4
1019200023,18,18
1019180021,15,15
1021100053,3,3
1021790155,0,0
1020600047,21,21
1020590011,1,1
1020820026,9,9
1015490029,10,8
1018410020,1,1
1013310126,4,0
1015790044,20,20
1014970043,10,10
1013990002,1,1
1013270018,2,1
1015670043,18,18
1016220034,4,4
1000750046,2,0
1005810054,1,0
1005190065,3,3
1005550013,2,0
1015440038,72,72
1018260008,91,91
1018850058,10,10
1017960028,14,14
1016430041,1,0
1016100013,69,66
1001590051,0,0
1002630001,236,236
1004040001,2,2
1005430050,3,3
1004630033,5,3
1004070010,0,0
1004550001,0,0
1005090013,5,4
1004360028,10,8
1008280009,24,0
1007100027,1,0
1012120009,8,8
1010600003,7,6
1011587502,458,452
1012100023,11,11
1012450074,5,5
1012467501,22,22
1021790262,2,2
1018670020,1,0
1018277501,2,2
1019110112,1,0
1015210153,4,3
1013960131,4,4
1014430138,3,3
1014997501,19,18
1019570110,1,0
1021340030,74,74
1019070026,2,2
1014600014,30,30
1018660001,0,0
1015280011,24,24
1015830118,2,2
1016020007,1,0
1013250021,1,0
1014080009,1,1
1016230124,3,3
1017230056,4,4
1016240011,2,0
1017870080,100,92
1015330042,20,20
1020510083,20,20
1012730012,2,0
1014390036,30,28
1013820122,3,0
1017490033,0,0
1016210049,10,9
1014520026,20,19
1015350001,18,14
1015020017,55,50
1013220030,9,8
1012650050,1,0
1014250027,18,16
1016310140,10,9
1009940009,97,0
1008950060,1,0
1005767501,70,70
1005260028,40,38
1000940001,1653,1641
1003890016,0,0
1008740073,13,10
1020730048,2,2
1019537501,10,10
1020620002,2,0
1021320010,43,42
1019420007,2,2
1019410034,12,10
1014320141,2,2
1008880027,5,0
1003980026,20,20
1004347503,5,4
1007760004,38,32
1008280063,27,26
1011660151,16,14
1011700120,8,8
1002810027,2,0
1001800004,4,2
1005690008,8,7
1004170010,2,1
